	MNase.Score	sgRNAscorer.Hg	WU.CRISPR	Azimuth	Class
GOLGA1_chr9_127703277_.	0	74.81786852	0	0.282964057	0
SEC23IP_chr10_121655133_.	1.219230771	0	0	0.459425384	0
SYNCRIP_chr6_86351662_.	0.45714289	97.14994051	0	0.541557379	0
WDR11_chr10_122610184_.	0.84074074	91.4366956	74	0.717915966	0
EIF6_chr20_33875020_.	0.717857242	92.95967206	51	0.539344942	0
SEC16A_chr9_139378640_.	0.09285713	9.023928642	0	0.509937623	0
ARCN1_chr11_118447500_.	2.515384674	63.68339375	0	0.52145381	0
ARL1_chr12_101799148_.	0.385714263	0	0	0.510872494	0
ST3GAL4_chr11_126269495_.	0.277777791	0	0	0.442070759	0
EIF6_chr20_33876247_.	0.66428566	98.85406216	80	0.61637947	0
RAB2A_chr8_61431750_.	0.777777791	47.09590666	0	0.643587791	0
COPB1_chr11_14520724_.	2.508695602	14.24314456	0	0.581885654	0
ST3GAL4_chr11_126270930_.	2.140740633	0	0	0.427165943	0
TUBA1B_chr12_49525012_.	0.333333343	72.76745832	0	0.146408075	0
HEATR1_chr1_236767203_.	0.488000005	8.889572224	0	0.160839096	0
YIPF5_chr5_143548248_.	0.669230759	56.88626419	0	0.404216878	0
CCT7_chr2_73457542_.	0.546153903	99.55913839	0	0.693978536	0
PRKDC_chr8_48870750_.	1.66785717	0	74	0.654901834	0
ST3GAL4_chr11_126229310_.	1.388888717	0	0	0.495326385	0
CREBBP_chr16_3927127_.	2.185714245	12.39139308	0	0.600818095	0
ST3GAL4_chr11_126223376_.	0.199999988	89.90324789	0	0.707614279	0
PRKDC_chr8_48873794_.	0	42.80420723	0	0.267567268	0
ST3GAL4_chr11_126229854_.	1.045833468	95.04230715	73	0.57275741	0
RAB5C_chr17_40311735_.	3.914814711	49.0604084	0	0.623840651	0
PRKDC_chr8_48873197_.	0.199999988	61.09622154	0	0.498662555	0
PRKDC_chr8_48868338_.	0.292592585	3.833471782	0	0.375057003	0
YIPF5_chr5_143551362_.	1.010714412	1.107260593	0	0.473849602	0
ST3GAL4_chr11_126227632_.	1.289285779	14.3579227	0	0.404157311	0
PSMC6_chr14_53178639_.	1.134615302	8.396391254	0	0.56457419	0
ST3GAL4_chr11_126230165_.	1.314814806	75.49049863	52	0.699619406	0
EIF6_chr20_33868341_.	0.882142723	0.204410533	0	0.192189075	0
ARF1_chr1_228272081_.	1.651851773	22.56170201	0	0.342415238	0
SYNCRIP_chr6_86347415_.	1.100000143	62.22659999	0	0.294060029	0
VPS54_chr2_64241608_.	0.780000091	0	0	0.505208896	0
ARCN1_chr11_118446628_.	1.060714126	73.08189068	0	0.575753625	0
EIF6_chr20_33874506_.	1.242857218	23.73002029	0	0.409984017	0
WDR11_chr10_122615407_.	0.910714328	0	0	0.45052762	0
PRKDC_chr8_48872951_.	2.25	42.98181285	0	0.630114447	0
COPZ1_chr12_54719283_.	0.657692313	36.05755351	0	0.473950436	0
SEC16A_chr9_139377389_.	0	0	84	0.664326053	0
MCL1_chr1_150552206_.	0	95.653474	0	0.341890594	0
CCT7_chr2_73457711_.	0.821428657	0	0	0.547063398	0
PRKDC_chr8_48874616_.	2.674074173	82.22653362	0	0.629149405	0
SYNCRIP_chr6_86351254_.	1.046428442	7.62328879	49	0.390626656	0
SEC16A_chr9_139378298_.	0	72.6246954	0	0.431885971	0
ST3GAL4_chr11_126223644_.	0.773077011	65.09336186	0	0.442224057	0
SCFD1_chr14_31087150_.	0.064285718	30.40005693	0	0.259590069	0
MCL1_chr1_150548901_.	0.303703725	1.396620958	0	0.23259144	0
GOLGA1_chr9_127700636_.	1.267857194	46.61164838	0	0.405300471	0
COPA_chr1_160310419_.	1.411538363	0	78	0.639747205	0
SYNCRIP_chr6_86351821_.	1.412000179	8.296914411	0	0.382780375	0
ST3GAL4_chr11_126272786_.	0.980769277	45.5963799	0	0.464240774	0
EIF6_chr20_33876606_.	0.67037046	63.09984297	40	0.581957003	0
SCFD1_chr14_31092877_.	0.239285678	83.50774964	0	0.588638551	0
PSMC6_chr14_53177630_.	0.978571355	38.11990979	0	0.081728578	0
ILF3_chr19_10764369_.	0.271428555	23.18628975	0	0.51913451	0
PRKDC_chr8_48869399_.	0.870370388	60.22688684	0	0.342317232	0
EIF6_chr20_33874673_.	0.576923072	63.32228322	0	0.611654244	0
ARF1_chr1_228270540_.	0	74.98301188	0	0.232267696	0
RAB2A_chr8_61431629_.	0.91481477	40.27001806	32	0.535845593	0
ARF1_chr1_228271821_.	0.94615376	94.52051461	52	0.655201098	0
ARCN1_chr11_118443283_.	0.021428572	47.58315147	0	0.362436282	0
CCT7_chr2_73463927_.	2.514285803	76.96805053	0	0.613946659	0
QSOX2_chr9_139135042_.	1.003999949	0	0	0.433008672	0
RAD21_chr8_117884911_.	0.974073946	12.32524724	0	0.537410903	0
YIPF5_chr5_143553528_.	1.189285636	60.38237011	0	0.304487694	0
CREBBP_chr16_3925208_.	1.192857146	26.61982627	49	0.516392852	0
CARM1_chr19_10982953_.	0	91.86122354	0	0.443209963	0
SEC16A_chr9_139375421_.	0.783333302	64.64368818	62	0.715797784	0
COPA_chr1_160316164_.	1.099999905	38.34341928	0	0.208392567	0
ST3GAL4_chr11_126230137_.	0.957142711	13.82219307	86	0.235501219	0
ST3GAL4_chr11_126227996_.	0.608695805	99.68792735	72	0.602032402	0
MCL1_chr1_150549303_.	0.744000018	71.63210234	0	0.390360938	0
HEATR1_chr1_236766661_.	1.558333397	12.60686479	0	0.483970717	0
CREBBP_chr16_3929607_.	0.307407439	16.21878121	0	0.396325249	0
C17orf75_chr17_30668957_.	0	0	0	0.466382866	0
COG1_chr17_71192188_.	1.225925922	0	0	0.315320737	0
ST3GAL4_chr11_126279518_.	0.996428609	59.66652766	0	0.453415413	0
COPZ1_chr12_54721674_.	0.687999964	79.36401187	50	0.36910216	0
RAB1B_chr11_66033768_.	0.165384606	81.70315564	0	0.462874117	0
SMC3_chr10_112328119_.	0.118518531	83.90849605	0	0.558660442	0
YIPF5_chr5_143550439_.	0.167857125	40.103363	0	0.614813188	0
RAD21_chr8_117886677_.	0	33.97554521	0	0.366186976	0
QSOX2_chr9_139134251_.	1	92.88460354	0	0.423654661	0
CREBBP_chr16_3929753_.	0	47.72974892	0	0.467546769	0
QSOX2_chr9_139133845_.	2.066666603	64.06386133	0	0.302721825	0
TUBA1B_chr12_49525037_.	0.724999845	30.31912599	0	0.389933294	0
CCT7_chr2_73464356_.	0.600000024	6.260441289	0	0.299166434	0
SEC23B_chr20_18490517_.	0.649999917	0	0	0.535854799	0
VPS53_chr17_616583_.	0.792307734	20.06454934	0	0.482975331	0
ARCN1_chr11_118445985_.	2.323076963	0	0	0.528880383	0
ARCN1_chr11_118447059_.	0.603571415	0	0	0.364863957	0
CCT7_chr2_73464086_.	1.242856979	29.10103241	0	0.35747812	0
SURF4_chr9_136243969_.	0.884615362	0	0	0.400291781	0
CCT7_chr2_73456613_.	2.996428728	14.92311192	0	0.56424711	0
PRKDC_chr8_48872511_.	0	42.93848991	0	0.260606701	0
QSOX2_chr9_139134284_.	0.903571427	45.17059836	55	0.502843222	0
ST3GAL4_chr11_126268837_.	1.24444437	0	0	0.425985533	0
ST3GAL4_chr11_126228810_.	2.259259462	2.353228333	0	0.516214281	0
COPB1_chr11_14521663_.	0.819999933	21.00362475	19	0.559799977	0
YIPF5_chr5_143551217_.	0.592592597	82.96269176	0	0.53824788	0
YIPF5_chr5_143546248_.	1.511111259	0	0	0.338750921	0
ST3GAL4_chr11_126223600_.	0.633333325	0	0	0.406629934	0
COG1_chr17_71189963_.	1.43200016	66.3371911	0	0.602546223	0
PSMC6_chr14_53174221_.	0.517857134	84.18214955	0	0.526520736	0
ST3GAL4_chr11_126272943_.	2.248000145	98.48074747	0	0.694590056	0
MCL1_chr1_150552097_.	0.100000001	44.81476033	43	0.424749694	0
ST3GAL4_chr11_126225547_.	0	97.98778772	0	0.367167169	0
COG3_chr13_46042653_.	0.617857099	1.274616186	0	0.440315928	0
SMC3_chr10_112330810_.	0.092307694	60.30715411	0	0.558695644	0
ARF1_chr1_228273249_.	1.011538506	3.402122787	0	0.416285594	0
CCT7_chr2_73457661_.	1.86956501	31.39659515	0	0.473211375	0
SYNCRIP_chr6_86347144_.	0.692857206	64.36203377	66	0.55076746	0
RAB5C_chr17_40304883_.	0.561538458	85.45897797	0	0.69467684	0
CREBBP_chr16_3925541_.	1.017857075	43.99368923	36	0.381754332	0
ARL1_chr12_101799996_.	0.719230771	1.71842744	0	0.192445597	0
ARL1_chr12_101800024_.	1.403571367	76.0507472	0	0.652355596	0
COPA_chr1_160316206_.	1.318518281	0	0	0.306133915	0
SYNCRIP_chr6_86351648_.	0.821428478	75.97840711	0	0.268082695	0
C17orf75_chr17_30667205_.	1.303571701	0	0	0.580478693	0
ST3GAL4_chr11_126225791_.	0	99.64836521	83	0.59084702	0
CCT7_chr2_73459652_.	1.231999993	93.29272407	0	0.582510759	0
PRKDC_chr8_48874659_.	1.153846145	33.30586475	0	0.510868395	0
CREBBP_chr16_3929806_.	0	0	0	0.266404428	0
RAD21_chr8_117882798_.	1.33214283	25.6099409	0	0.081181929	0
EIF6_chr20_33876453_.	0.1037037	80.86519782	70	0.438869569	0
PRKDC_chr8_48870914_.	0.76666671	0	0	0.570400922	0
SURF4_chr9_136239090_.	1.053571343	10.13450759	0	0.395392657	0
ST3GAL4_chr11_126271784_.	1.544444323	0	49	0.588617915	0
ARCN1_chr11_118443781_.	1.70370388	21.73506345	0	0.519884868	0
COPA_chr1_160317048_.	1.137037039	95.91230552	0	0.713061786	0
SYNCRIP_chr6_86352452_.	0.042857144	12.04691119	0	0.554610955	0
RAB5C_chr17_40305577_.	1.199999928	36.62823645	0	0.569388274	0
COPB1_chr11_14522878_.	1.049999952	0	0	0.64858224	0
CREBBP_chr16_3929664_.	0	46.99775716	0	0.542009192	0
TUBA1B_chr12_49524118_.	0.192307696	72.10983453	17	0.574848602	0
ST3GAL4_chr11_126224930_.	2.653572083	88.44929317	64	0.763962351	0
ARL1_chr12_101801299_.	0.012	87.02350758	0	0.438258173	0
RAD21_chr8_117886395_.	0	97.48988732	0	0.389363004	0
RAB1B_chr11_66034753_.	1.09629631	47.52821429	0	0.434036015	0
CREBBP_chr16_3929974_.	0	0	0	0.236599424	0
SMC3_chr10_112328027_.	0.048148151	98.41375361	0	0.447693575	0
RAB5C_chr17_40303944_.	1.803571343	74.07164471	39	0.59273763	0
COG1_chr17_71189828_.	0.74999994	62.98926808	0	0.623209826	0
COPB1_chr11_14522737_.	0.5	0	32	0.578988939	0
TUBA1B_chr12_49525314_.	0	39.59602373	0	0.3199024	0
PRKDC_chr8_48871901_.	0.233333334	72.56655049	0	0.416071177	0
TUBA1B_chr12_49524852_.	0.346428543	4.818764474	0	0.44788026	0
SURF4_chr9_136246138_.	1.118518591	49.27034952	0	0.517072785	0
SEC16A_chr9_139379740_.	0.126923069	70.20314587	0	0.609885737	0
RAD21_chr8_117887186_.	0.075000003	96.4124919	76	0.688022929	0
COG1_chr17_71189645_.	0.061538465	35.02945407	0	0.542630461	0
ST3GAL4_chr11_126269499_.	0.36153847	0	0	0.653530711	0
SYNCRIP_chr6_86349470_.	0.342857093	70.11432463	0	0.455985121	0
TM9SF2_chr13_100154526_.	0.689285636	74.1317069	62	0.523892574	0
ST3GAL4_chr11_126229510_.	0.999999881	0	19	0.581749632	0
RAB1B_chr11_66041023_.	2.018518686	84.39625705	0	0.564176098	0
PRKDC_chr8_48872723_.	0	9.367009453	0	0.456709871	0
PRKDC_chr8_48873870_.	0	49.0086421	0	0.365650908	0
RAD21_chr8_117886460_.	0.014285714	16.48373325	0	0.347054451	0
ST3GAL4_chr11_126224436_.	1.873076797	56.9154657	22	0.573692325	0
ARF1_chr1_228271517_.	0.771428585	61.34561419	29	0.443326536	0
MCL1_chr1_150550544_.	0.625	29.95366473	51	0.484928969	0
SMC3_chr10_112327796_.	0.220833346	62.0880772	0	0.324372509	0
EIF6_chr20_33876324_.	1.237037063	56.42833151	0	0.314040954	0
ARF1_chr1_228273067_.	1.040740728	65.58421998	0	0.49775826	0
ARCN1_chr11_118443365_.	0.13333334	80.72077573	0	0.49668479	0
RAD21_chr8_117886748_.	0	47.27126318	0	0.453527073	0
SMC3_chr10_112330038_.	1.538461566	30.42313792	0	0.571461879	0
YIPF5_chr5_143555196_.	1.714285851	0	0	0.510622785	0
ARL1_chr12_101800868_.	0.770370245	8.023150304	0	0.291742101	0
PSMC6_chr14_53176756_.	0.282142848	9.953731101	0	0.281925008	0
COPB1_chr11_14522860_.	0.978571534	0	34	0.574796015	0
COG3_chr13_46043048_.	0.353846133	76.63293377	0	0.446046882	0
SEC23B_chr20_18488215_.	0.199999988	3.096539364	0	0.215468132	0
COPB1_chr11_14517525_.	0.221428558	22.83561359	0	0.244594659	0
ARF1_chr1_228271337_.	0.623076856	53.6527506	0	0.655649227	0
SEC16A_chr9_139379680_.	0.099999994	55.58134039	0	0.443775609	0
COPA_chr1_160315275_.	0.9142856	0	0	0.477804144	0
SEC16A_chr9_139380231_.	1.469230771	85.66080756	0	0.715338798	0
EIF6_chr20_33873927_.	1.437036991	0	0	0.381036104	0
COPB1_chr11_14517565_.	0.758333385	18.26635238	0	0.521556787	0
ST3GAL4_chr11_126224893_.	0.72307688	45.13276914	0	0.423350435	0
RAB1A_chr2_65356496_.	1.66071403	5.38273697	0	0.145853926	0
ST3GAL4_chr11_126279509_.	0.946428597	25.86482727	0	0.47264254	0
MCL1_chr1_150551663_.	0	46.7194211	0	0.51742373	0
SURF4_chr9_136242215_.	1.440740943	94.68772272	0	0.595452216	0
ST3GAL4_chr11_126227858_.	1.492592454	33.71321099	0	0.375262266	0
COPA_chr1_160311206_.	1.21111095	0	0	0.335956298	0
CCT7_chr2_73457517_.	1.935714364	46.67716741	0	0.581333678	0
WDR11_chr10_122612458_.	0.643999994	14.5680113	51	0.488347729	0
ST3GAL4_chr11_126274995_.	1.317857146	64.9319793	45	0.588746082	0
COPA_chr1_160308993_.	1.685185313	0	0	0.219888178	0
CREBBP_chr16_3930057_.	0	0	0	0.412352374	0
ST3GAL4_chr11_126272678_.	0.772000074	30.77093816	0	0.565398711	0
SEC16A_chr9_139376188_.	1.352173686	95.37521168	73	0.71692817	0
GBF1_chr10_104001156_.	0.067857146	67.44574217	36	0.520214887	0
C17orf75_chr17_30668744_.	0.625	43.6839763	0	0.481573796	0
CCT7_chr2_73461765_.	0.018518519	81.50010932	0	0.473570858	0
RAD21_chr8_117887178_.	0	10.6162218	0	0.286349749	0
CREBBP_chr16_3927194_.	2.43703723	14.47977999	0	0.402526415	0
ST3GAL4_chr11_126270662_.	2.210714102	0	0	0.384814142	0
CCT7_chr2_73462328_.	0.389285713	45.98790866	0	0.436672398	0
TRAPPC11_chr4_184580772_.	0.885714233	37.38559518	0	0.418930745	0
PRKDC_chr8_48875075_.	0.929166734	0	38	0.53795037	0
PRKDC_chr8_48872594_.	0	30.41410462	0	0.431317924	0
CCT7_chr2_73462902_.	0.880769134	27.35358782	57	0.651816638	0
ARCN1_chr11_118444558_.	0.944444418	38.49285577	0	0.246920568	0
PRKDC_chr8_48873319_.	0.135714293	75.66120945	41	0.581092975	0
SYNCRIP_chr6_86352205_.	0.078571424	47.57773149	0	0.334496891	0
TUBA1B_chr12_49524602_.	0.092307694	84.23612809	54	0.549634163	0
PRKDC_chr8_48875593_.	0.614814818	53.23530182	0	0.574882111	0
HEATR1_chr1_236763083_.	0.814285815	24.4192053	0	0.322260039	0
ST3GAL4_chr11_126277821_.	1.060714126	33.61834297	0	0.479740657	0
YIPF5_chr5_143554023_.	0.95714289	62.57167181	0	0.425490131	0
EIF6_chr20_33874779_.	1.007407546	47.0905973	0	0.150929781	0
ARL1_chr12_101800018_.	1.157692313	82.26945099	35	0.578323043	0
GOLGA1_chr9_127705139_.	1.200000048	43.778365	0	0.593380353	0
SURF4_chr9_136239340_.	2.42592597	16.55670014	0	0.452853905	0
CCT7_chr2_73460203_.	0	92.89629152	66	0.541290278	0
ST3GAL4_chr11_126225916_.	0.054166663	72.1662834	0	0.573752638	0
COPA_chr1_160311861_.	0.903571486	0	0	0.502123246	0
COPB1_chr11_14521138_.	0	0	0	0.29990769	0
C17orf75_chr17_30665756_.	1.876923084	54.97209081	0	0.513941491	0
CCT7_chr2_73457043_.	1.742857218	84.93607931	70	0.638866454	0
SYNCRIP_chr6_86346226_.	0.149999991	59.94729718	0	0.418317578	0
PRKDC_chr8_48872524_.	0.014285714	63.35391818	0	0.458700467	0
SEC23IP_chr10_121656739_.	1.407407522	95.73484739	81	0.567611326	0
ST3GAL4_chr11_126275305_.	1.688888788	79.19569765	0	0.346837123	0
ST3GAL4_chr11_126225800_.	0	85.97730468	0	0.417532242	0
COPA_chr1_160313039_.	0.099999994	81.39749848	35	0.589947738	0
RAB2A_chr8_61430901_.	1.039285779	23.0989802	0	0.683553805	0
SURF4_chr9_136245244_.	1.081818223	66.27336812	0	0.494391288	0
CCT7_chr2_73465995_.	1.288888812	22.87602376	0	0.357460019	0
RAB1B_chr11_66031437_.	1.139285684	78.15668451	0	0.482792842	0
RAB2A_chr8_61429567_.	0	37.11485446	0	0.443793053	0
CREBBP_chr16_3925539_.	1.046428442	90.45048114	0	0.494343694	0
RAB5C_chr17_40309550_.	1.714814782	0	57	0.708347395	0
ST3GAL4_chr11_126227031_.	1.375999928	91.68479778	88	0.674768029	0
QSOX2_chr9_139133749_.	0.635714173	83.04896893	65	0.612192403	0
CARM1_chr19_10980055_.	1.348148227	23.54732653	0	0.301591274	0
ST3GAL4_chr11_126278635_.	1.60800004	74.06906377	0	0.571201267	0
C17orf75_chr17_30665463_.	1.08571434	10.47832581	0	0.406124036	0
ARCN1_chr11_118443651_.	0.319230765	68.49209255	0	0.479015162	0
COPA_chr1_160308569_.	1.710714102	66.11792172	55	0.559921842	0
RAB1B_chr11_66038540_.	1.434615493	0	0	0.485137879	0
CCT7_chr2_73466109_.	1.160714388	24.22840001	0	0.399339733	0
MCL1_chr1_150552048_.	0.355999976	69.616203	53	0.586840035	0
ST3GAL4_chr11_126225087_.	0.303571433	93.86753652	60	0.487278392	0
ST3GAL4_chr11_126272655_.	0.5	17.91987948	0	0.33690741	0
GBF1_chr10_104000705_.	0	59.79564846	0	0.275579323	0
SURF4_chr9_136239681_.	1.125000119	71.79462788	0	0.524456342	0
TUBA1B_chr12_49522804_.	0.595652163	54.49339998	0	0.537727078	0
SYNCRIP_chr6_86351832_.	1.339130521	9.320220678	0	0.251858248	0
CREBBP_chr16_3930115_.	0	96.9050092	0	0.265608424	0
ST3GAL4_chr11_126278179_.	1.527999878	25.04430923	0	0.557942757	0
C17orf75_chr17_30667055_.	1.821428537	51.34203405	0	0.043072251	0
SAR1A_chr10_71929716_.	0.966666698	0	0	0.436374585	0
CREBBP_chr16_3926914_.	1.057142854	89.79565952	0	0.45513602	0
SYNCRIP_chr6_86352447_.	0.01923077	90.31822635	0	0.446517063	0
VPS54_chr2_64245933_.	0.149999991	84.40226695	0	0.613837849	0
UGP2_chr2_64068197_.	0.146153852	37.81156107	13	0.426085195	0
RAB5C_chr17_40305976_.	0.940740645	71.41320166	85	0.687543651	0
COPZ1_chr12_54723431_.	0.984000027	5.936422572	0	0.384755392	0
COPA_chr1_160316023_.	1.681481361	50.35899047	0	0.484464431	0
CREBBP_chr16_3925504_.	1.432142854	22.1914107	0	0.463055632	0
COG3_chr13_46041228_.	0.611111045	0	0	0.557504214	0
ARL1_chr12_101799167_.	0.607407331	0	0	0.139943306	0
PRKDC_chr8_48874593_.	1.514285803	60.76630353	0	0.376998286	0
SMC3_chr10_112328845_.	0.63846153	3.224000982	0	0.290883749	0
COPZ1_chr12_54719179_.	0.114814818	80.80436135	41	0.544557358	0
PRKDC_chr8_48873455_.	0	33.94608562	0	0.454952027	0
CCT7_chr2_73461538_.	0.977777779	42.92241433	22	0.528472444	0
COPA_chr1_160309615_.	1.260714293	42.71866747	0	0.492420371	0
TUBA1B_chr12_49524931_.	0.142857119	64.26373678	0	0.511254311	0
ST3GAL4_chr11_126223643_.	0.788888931	17.44196293	0	0.433747595	0
CCT7_chr2_73461937_.	0.377777785	4.391544985	0	0.498438855	0
IGF2R_chr6_160390766_.	0.089285709	69.67589648	0	0.213496205	0
COPB1_chr11_14521124_.	0	0	0	0.241521635	0
CCT7_chr2_73460305_.	0	0	0	0.345752321	0
COPZ1_chr12_54719072_.	4.114285946	46.07521821	0	0.647517468	0
RAB5C_chr17_40305782_.	1.463999987	2.030168252	0	0.289810512	0
RAB1B_chr11_66034773_.	1.572000146	67.01752717	40	0.559524182	0
QSOX2_chr9_139136428_.	1.742857337	63.74677428	0	0.413013259	0
MCL1_chr1_150550997_.	0.470370412	94.20265328	64	0.583540802	0
SAR1A_chr10_71928817_.	2.303703785	0	0	0.453413254	0
SCFD1_chr14_31088972_.	0.252173871	11.19722851	0	0.287448082	0
ARF1_chr1_228271088_.	0.5	49.41702072	19	0.506179136	0
PRKDC_chr8_48873217_.	0.364285707	11.52154219	0	0.42952313	0
ST3GAL4_chr11_126277328_.	0.933333278	5.11948098	0	0.422732398	0
CREBBP_chr16_3928725_.	1.776922941	41.85593261	53	0.591875566	0
ILF3_chr19_10763958_.	1.035714269	42.37260014	0	0.616374795	0
RAB5C_chr17_40306371_.	1.014285684	6.313608676	0	0.46307494	0
ST3GAL4_chr11_126224925_.	2.067857027	40.3669877	0	0.423947328	0
SYNCRIP_chr6_86350686_.	0.968000054	4.647316245	0	0.388796132	0
EIF6_chr20_33874904_.	0.459259272	23.63651648	0	0.348248297	0
ST3GAL4_chr11_126273919_.	0.84800005	0	0	0.37741565	0
EIF6_chr20_33874004_.	0.95600009	0	0	0.368807402	0
ARF1_chr1_228273465_.	2.03076911	0	0	0.486672076	0
SYNCRIP_chr6_86351381_.	0.728000045	43.69135042	44	0.563859131	0
EIF6_chr20_33871939_.	1	39.39216625	0	0.526340436	0
ST3GAL4_chr11_126272860_.	1.462962985	49.05609454	60	0.548004978	0
GBF1_chr10_104007310_.	1.084000111	31.6231649	0	0.417783898	0
C17orf75_chr17_30668839_.	2.053571224	72.86192076	0	0.443503513	0
COG1_chr17_71193698_.	1.664285779	0	0	0.490344854	0
SEC16A_chr9_139377832_.	0	0	0	0.415231306	0
RAB1B_chr11_66033114_.	0.725925922	28.72089666	0	0.381564664	0
TRAPPC11_chr4_184575879_.	1.307692289	5.357406877	0	0.426376338	0
ILF2_chr1_153641922_.	0.41785714	87.69912421	0	0.59982934	0
EIF6_chr20_33874655_.	0.467857152	14.89564333	0	0.396749916	0
ST3GAL4_chr11_126268544_.	1.596428633	0	0	0.540999882	0
PRKDC_chr8_48870987_.	0.807692409	0	0	0.62499241	0
CCT7_chr2_73459679_.	1.315384507	74.77417687	0	0.178131954	0
RAB5C_chr17_40303555_.	1.115384579	18.46449492	0	0.460750262	0
HEATR1_chr1_236763081_.	0.811111093	86.32311391	0	0.640676599	0
CREBBP_chr16_3928853_.	0.184	57.32808444	0	0.521992929	0
RAD21_chr8_117886781_.	0	81.41169365	0	0.527049491	0
ST3GAL4_chr11_126274538_.	1.678571582	38.18321658	27	0.42907348	0
CARM1_chr19_10982995_.	0	77.52734046	0	0.291560495	0
SEC16A_chr9_139376722_.	0.525925934	18.01356764	0	0.526506374	0
CCT7_chr2_73459051_.	1.032142758	84.30526044	0	0.603065361	0
MCL1_chr1_150547406_.	2.157142639	5.153180696	0	0.355001987	0
SEC23IP_chr10_121655592_.	0.800000012	86.92919262	65	0.691148713	0
WDR11_chr10_122610868_.	0.089285694	24.72069609	15	0.585341583	0
ST3GAL4_chr11_126220925_.	1.507407546	5.57439028	0	0.300293591	0
SEC23IP_chr10_121652158_.	0.050000004	70.35247175	35	0.582453142	0
ST3GAL4_chr11_126270665_.	0.934615374	0	0	0.400603335	0
MCL1_chr1_150551138_.	0.099999994	6.381487426	61	0.246598937	0
SEC16A_chr9_139378829_.	0.072000004	80.04563841	85	0.560365653	0
GOLGA1_chr9_127701366_.	0.807692289	0	0	0.614687264	0
SURF4_chr9_136241866_.	0.540740788	98.22556614	0	0.621136182	0
SYNCRIP_chr6_86347222_.	0.696428657	94.65251131	0	0.544974156	0
COPB1_chr11_14517591_.	0.813043535	41.43852069	0	0.492259364	0
QSOX2_chr9_139133671_.	0.95714283	48.6982655	24	0.43629271	0
SURF4_chr9_136239818_.	1.427999854	46.42335029	0	0.567082913	0
COPA_chr1_160316314_.	0.844000041	59.77463223	0	0.6904918	0
SEC23IP_chr10_121653776_.	0.962962866	34.008655	0	0.490528069	0
CCT7_chr2_73459022_.	0.730769217	69.76309542	0	0.536661196	0
WDR11_chr10_122611197_.	0.899999857	75.61191348	0	0.580129005	0
CARM1_chr19_10979715_.	1.273912907	0	32	0.410587506	0
ARF1_chr1_228273375_.	1.080769181	0	0	0.570910854	0
PRKDC_chr8_48873793_.	0	41.26957966	0	0.364107498	0
C17orf75_chr17_30668689_.	0.882142842	88.24226483	0	0.54642656	0
CCT7_chr2_73456892_.	0.831999958	0	43	0.476975578	0
YIPF5_chr5_143552229_.	1.459259272	36.11691516	0	0.349663355	0
CREBBP_chr16_3926958_.	1.787999988	36.50210218	0	0.445187853	0
CCT7_chr2_73461458_.	0.177777767	22.35165027	0	0.402548323	0
ST3GAL4_chr11_126278282_.	1.274999976	57.11150661	0	0.579765387	0
HEATR1_chr1_236766973_.	1.896296501	0	0	0.596550307	0
GBF1_chr10_104007295_.	1.146428466	20.32848743	0	0.300997765	0
SEC16A_chr9_139378460_.	0	69.37407386	17	0.547566546	0
COPB1_chr11_14521727_.	0.178571433	73.3808374	0	0.474745076	0
SEC16A_chr9_139376216_.	1.180769205	40.71198578	0	0.604079837	0
ILF3_chr19_10765704_.	0	54.7503511	0	0.47180449	0
COPA_chr1_160310055_.	1.703571439	51.41363673	0	0.557805233	0
SMC3_chr10_112327874_.	0	80.12321413	0	0.231688003	0
WDR11_chr10_122611888_.	0.296428531	2.67094218	0	0.409580561	0
ST3GAL4_chr11_126275409_.	1.114814878	87.67335167	41	0.387058068	0
C17orf75_chr17_30665155_.	2.029629707	12.91724139	0	0.322901569	0
ARF1_chr1_228270521_.	0.032142855	84.40455293	33	0.53328264	0
CCT7_chr2_73463949_.	3.092592478	93.1939109	31	0.494824425	0
SEC16A_chr9_139378023_.	0.080769226	78.1487942	74	0.546801606	0
SYNCRIP_chr6_86352430_.	0.051999997	33.70992951	0	0.562491771	0
PRKDC_chr8_48877028_.	0.870370328	38.33416477	0	0.367547549	0
MCL1_chr1_150550561_.	0.864285588	20.13207782	0	0.557201792	0
COPZ1_chr12_54719157_.	0.30399999	67.75825726	0	0.528084941	0
ST3GAL4_chr11_126225772_.	0	0	0	0.227072029	0
SEC24C_chr10_75506405_.	1.388889074	24.5430536	0	0.520516698	0
COG1_chr17_71192029_.	0.774074137	33.59928088	42	0.552610498	0
SURF4_chr9_136241591_.	0.757692277	55.50099938	73	0.661915803	0
CCT7_chr2_73461582_.	1.403571367	17.09611683	0	0.214881254	0
RAD21_chr8_117887479_.	0.167857125	0	0	0.395537848	0
COG3_chr13_46039702_.	0.200000003	26.64733173	0	0.333260096	0
ST3GAL4_chr11_126230100_.	1.517856836	62.31379893	0	0.484991812	0
ARCN1_chr11_118443277_.	0.053571429	15.87912937	0	0.388185328	0
SEC16A_chr9_139373430_.	2.161538363	65.8963295	70	0.6222712	0
ST3GAL4_chr11_126275541_.	1.400000095	77.45662268	56	0.585921325	0
COPA_chr1_160317960_.	1.257692218	99.00290872	0	0.763875947	0
ST3GAL4_chr11_126280840_.	1.517857194	0	50	0.44951199	0
CCT7_chr2_73461750_.	0.074999996	56.85802133	0	0.374170247	0
